gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	contrast	label	short_label	priority	contrast_class	numerator	denominator	significant	significant_lfc	direction	log2FoldChange_shrunken	lfcSE_shrunken	best_gene_name	best_description	annotation_source	annotation_confidence	gene_biotype	seqname	start	end	strand	orthology_symbol	orthology_species	orthology_source	orthology_confidence	display_label
ENSSMAG00000014762	1683.05438286302	-3.81949473687347	0.833947560796391	-4.58001787693459	4.64936188148906e-06	0.00556102425708437	ENSSMAG00000014762	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000014762	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	19	20139617	20147179	-					ENSSMAG00000014762
ENSSMAG00000000942	82.9739835640905	-2.47896555368078	0.53946955776055	-4.59519080923023	4.32353449486198e-06	0.00556102425708437	RASEF	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			RASEF	Direct local gene symbol: RASEF	salmon_tx2gene_or_nfcore	direct_local_symbol	protein_coding	9	15959890	15978065	+					RASEF / ENSSMAG00000000942
ENSSMAG00000016108	1401.80172775826	-2.21484102401025	0.486994231510568	-4.54798205132782	5.41627535779731e-06	0.00597998463157421	ENSSMAG00000016108	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000016108	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	9	14486876	14492620	-					ENSSMAG00000016108
ENSSMAG00000018410	377.588803073399	-4.34716074509414	0.973345824891189	-4.46620372114928	7.96197965647093e-06	0.00761855293395514	col10a1a	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			col10a1a	Direct local gene symbol: col10a1a	salmon_tx2gene_or_nfcore	direct_local_symbol	protein_coding	17	7446084	7450505	-					col10a1a / ENSSMAG00000018410
ENSSMAG00000027979	6153.63546985051	-2.55942662152569	0.572524673061391	-4.47042152408905	7.80655846763613e-06	0.00761855293395514	ENSSMAG00000027979	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000027979	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	1	26237321	26238668	+					ENSSMAG00000027979
ENSSMAG00000015637	2311.01159921058	-2.97981211373552	0.669516213654645	-4.45069447604534	8.55930415699727e-06	0.00767823078533636	ENSSMAG00000015637	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			vwa11	von Willebrand factor A domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-141211-58]	ensembl_rest_display_name	medium_ensembl_rest_symbol	protein_coding	8	23602306	23616391	+					vwa11 / ENSSMAG00000015637
ENSSMAG00000012613	715.723449876798	-3.69807514713811	0.836255466993836	-4.42218352297525	9.77084068042754e-06	0.00824946331095155	ENSSMAG00000012613	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000012613	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	10	11613012	11636782	-					ENSSMAG00000012613
ENSSMAG00000012177	92.1836308852269	2.31596441312642	0.529855520784109	4.37093570281032	1.23715222648684e-05	0.00940667579073323	tnfaip6	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	up			tnfaip6	Direct local gene symbol: tnfaip6	salmon_tx2gene_or_nfcore	direct_local_symbol	protein_coding	14	21518488	21523600	-					tnfaip6 / ENSSMAG00000012177
ENSSMAG00000020700	108.333266677952	-2.2463902749062	0.514105072316075	-4.36951587500601	1.24522288040083e-05	0.00940667579073323	ENSSMAG00000020700	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000020700	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	12	6694019	6695163	+					ENSSMAG00000020700
ENSSMAG00000032043	656.147631340668	-2.26924181355443	0.529098880894901	-4.28888038794621	1.79576042687262e-05	0.0128872747034514	ENSSMAG00000032043	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000032043	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	5	841663	847935	-					ENSSMAG00000032043
ENSSMAG00000015122	65.2847980639604	-3.00358706207341	0.713362870057296	-4.21046172732843	2.54849296501088e-05	0.0174183426318101	fam83e	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			fam83e	Direct local gene symbol: fam83e	salmon_tx2gene_or_nfcore	direct_local_symbol	protein_coding	6	10676420	10682952	+					fam83e / ENSSMAG00000015122
ENSSMAG00000010605	22.2300265508932	-6.64976642161689	1.61687969658648	-4.11271564338133	3.91031920595532e-05	0.023385338151282	ENSSMAG00000010605	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			slc26a6	Ensembl REST display name: slc26a6	ensembl_rest_display_name	medium_ensembl_rest_symbol	protein_coding	11	9108913	9125174	+					slc26a6 / ENSSMAG00000010605
ENSSMAG00000022071	16.9940653751849	-4.87336109346636	1.18332055764322	-4.11837778190255	3.81548836511161e-05	0.023385338151282	ENSSMAG00000022071	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000022071	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	2	3398617	3401207	-					ENSSMAG00000022071
ENSSMAG00000029823	11306.1891608789	-3.27932446947698	0.795899669038494	-4.12027369409344	3.78422602049066e-05	0.023385338151282	ENSSMAG00000029823	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000029823	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	lncRNA	5	1189432	1212078	+					ENSSMAG00000029823
ENSSMAG00000023260	44.7762005843243	-1.88089076843333	0.461362201017681	-4.07682026027367	4.56557572398668e-05	0.0262118833465523	ATP8	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ATP8	Direct local gene symbol: ATP8	salmon_tx2gene_or_nfcore	direct_local_symbol	protein_coding	MT	8067	8234	+					ATP8 / ENSSMAG00000023260
ENSSMAG00000023012	1642.12550001534	-3.228870491987	0.798030229853516	-4.04605035147563	5.20890336231904e-05	0.0287551499843712	ENSSMAG00000023012	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000023012	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	12	4009010	4015002	-					ENSSMAG00000023012
ENSSMAG00000028438	1749.87289163853	-3.02445442836596	0.750167041453555	-4.03170795467854	5.53729696818285e-05	0.0294358605127142	ENSSMAG00000028438	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000028438	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	1	31956587	31983722	+					ENSSMAG00000028438
ENSSMAG00000020884	68.3896109590552	-1.9956162568485	0.497251532668544	-4.013293324887	5.98774302716266e-05	0.0306935984531663	slc6a11a	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			slc6a11a	Direct local gene symbol: slc6a11a	salmon_tx2gene_or_nfcore	direct_local_symbol	protein_coding	6	12335030	12343567	+					slc6a11a / ENSSMAG00000020884
ENSSMAG00000009236	389.053845429165	-2.02884510089773	0.507427770323127	-3.99829339179795	6.38008376474533e-05	0.0315770145777206	ENSSMAG00000009236	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000009236	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	9	12750385	12754624	-					ENSSMAG00000009236
ENSSMAG00000012655	262.110070825559	-1.87519537885131	0.470351960473192	-3.98679188445349	6.69727225428151e-05	0.0320419828885675	ENSSMAG00000012655	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000012655	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	17	20119526	20127670	+					ENSSMAG00000012655
ENSSMAG00000015869	85.1489743612533	-2.19352823861213	0.552229982635659	-3.97212811253558	7.1233390140188e-05	0.032981059634907	ENSSMAG00000015869	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000015869	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	16	18992198	19001329	-					ENSSMAG00000015869
ENSSMAG00000006274	27638.5998245495	-2.62817573959127	0.665244562438766	-3.95069105105716	7.79258638609983e-05	0.0349521851249034	ENSSMAG00000006274	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000006274	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	5	2395308	2432193	-					ENSSMAG00000006274
ENSSMAG00000013184	172.745837719861	-2.85074009969697	0.728596205741594	-3.91264746814783	9.12897557458842e-05	0.0397055110369902	ENSSMAG00000013184	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			nlrc3	NLR family, CARD domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-071119-1]	ensembl_rest_display_name	medium_ensembl_rest_symbol	protein_coding	18	11243112	11254988	-					nlrc3 / ENSSMAG00000013184
ENSSMAG00000016075	29.9265742570607	-4.56518282544348	1.17144832690329	-3.89704156862941	9.73749105296682e-05	0.0399320597380665	rhbg	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			rhbg	Direct local gene symbol: rhbg	salmon_tx2gene_or_nfcore	direct_local_symbol	protein_coding	16	19279298	19294612	+					rhbg / ENSSMAG00000016075
ENSSMAG00000023265	939.814209718684	-3.43601315905949	0.880249679906922	-3.90345289239165	9.48300144848794e-05	0.0399320597380665	ENSSMAG00000023265	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000023265	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	19	18801278	18804670	-					ENSSMAG00000023265
ENSSMAG00000007379	26.5706203405092	-3.52012123525338	0.918372884740412	-3.83299778743836	0.000126591092537184	0.0499819109993839	CST7	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			CST7	Direct local gene symbol: CST7	salmon_tx2gene_or_nfcore	direct_local_symbol	protein_coding	15	23391364	23393112	-					CST7 / ENSSMAG00000007379
ENSSMAG00000019324	46.239166424844	-3.51329066975073	0.917823994558251	-3.82784792136719	0.000129268583429034	0.0499819109993839	ENSSMAG00000019324	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			ENSSMAG00000019324	No functional description available from local Salmon/GTF annotation	local_gtf_id_only	low_unannotated_id_only	protein_coding	18	1459208	1468600	-					ENSSMAG00000019324
ENSSMAG00000020163	41.7645292474906	-2.71007653462003	0.709057300244641	-3.82208396089426	0.000132328615479453	0.0499819109993839	si:ch211-243g18.2	P_OL_vs_N_OD	Pseudoalbino: superficie ocular clara vs Normal: superficie ocular oscura	Pseudoalbino: ocular clara vs Normal: ocular oscura	secondary	abnormal_vs_expected	P_OL	N_OD	TRUE	TRUE	down			si:ch211-243g18.2	Direct local gene symbol: si:ch211-243g18.2	salmon_tx2gene_or_nfcore	direct_local_symbol	protein_coding	16	7689309	7699900	+					si:ch211-243g18.2 / ENSSMAG00000020163
