method	contrast	effect_direction	ontology	GO_ID	term_label	term_clean	pvalue	p_adjust	qvalue	count	effect	signed_effect	primary_category	category_label	effect_fmt	padj_fmt
GSEA	P_OD_vs_P_OL	NES_positive	MF	GO:0003735	MF: structural constituent of ribosome	structural constituent of ribosome	8.9537673589234e-18	6.91230840108887e-15	6.25821213297383e-15	159	2.66853733458821		traduccion_ribosoma	Traduccion/ribosoma	2.67	6.91e-15
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005840	CC: ribosome	ribosome	5.4688609673016e-15	1.33987093698889e-12	1.15709584676592e-12	158	2.48686881166516		traduccion_ribosoma	Traduccion/ribosoma	2.49	1.34e-12
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005743	CC: mitochondrial inner membrane	mitochondrial inner membrane	1.83072788020533e-13	2.99018887100203e-11	2.58228985207909e-11	80	2.62344536811041		mitocondria_metabolismo	Mitocondria/metabolismo	2.62	2.99e-11
GSEA	P_OD_vs_P_OL	NES_positive	BP	GO:0006412	BP: translation	translation	2.12769560844176e-14	4.92987072475955e-11	4.44352430226152e-11	156	2.50202556348625		traduccion_ribosoma	Traduccion/ribosoma	2.50	4.93e-11
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005747	CC: mitochondrial respiratory chain complex I	mitochondrial respiratory chain complex I	4.43364760253097e-13	5.43121831310044e-11	4.69033246373014e-11	43	2.6838327098304		mitocondria_metabolismo	Mitocondria/metabolismo	2.68	5.43e-11
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0005762	CC: mitochondrial large ribosomal subunit	mitochondrial large ribosomal subunit	2.85493248934112e-11	2.7978338395543e-09	2.4161744436108e-09	58	2.54833270918378		mitocondria_metabolismo	Mitocondria/metabolismo	2.55	2.80e-09
GSEA	P_OD_vs_P_OL	NES_positive	CC	GO:0030018	CC: Z disc	Z disc	5.34572494498873e-11	4.36567537174079e-09	3.77014285593942e-09	129	2.34782864670026		musculo_sarcomero	Musculo/sarcomero	2.35	4.37e-09
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0030057	CC: desmosome	desmosome	4.31414267555146e-08	2.11392991102021e-06	1.82556353218072e-06	20	-2.31100516417296		epidermis_epitelio	Epidermis/epitelio	-2.31	2.11e-06
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0035556	BP: intracellular signal transduction	intracellular signal transduction	8.90676096086376e-08	2.9481378780459e-05	2.65729530020356e-05	381	-1.78711799607466		other	Otros	-1.79	2.95e-05
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0005911	CC: cell-cell junction	cell-cell junction	7.72870552199994e-07	3.15588808814997e-05	2.72538563144208e-05	156	-1.94166822551254		epidermis_epitelio	Epidermis/epitelio	-1.94	3.16e-05
GSEA	P_OD_vs_P_OL	NES_negative	MF	GO:0004674	MF: protein serine/threonine kinase activity	protein serine/threonine kinase activity	5.15436546665069e-07	7.95834028050866e-05	7.2052603575917e-05	342	-1.72698121442144		other	Otros	-1.73	7.96e-05
GSEA	P_OD_vs_P_OL	NES_negative	CC	GO:0016324	CC: apical plasma membrane	apical plasma membrane	3.32599784293688e-06	0.000116409924502791	0.00010053016036546	128	-1.92924140315872		other	Otros	-1.93	1.16e-04
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0098609	BP: cell-cell adhesion	cell-cell adhesion	5.99458830835379e-07	0.00012626782827687	0.000113811131136593	86	-2.14020977353539		matriz_adhesion	Matriz extracelular/adhesion	-2.14	1.26e-04
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0030216	BP: keratinocyte differentiation	keratinocyte differentiation	8.08663204927399e-07	0.000156139387151399	0.000140735771804909	52	-2.20325381328403		epidermis_epitelio	Epidermis/epitelio	-2.20	1.56e-04
GSEA	P_OD_vs_P_OL	NES_negative	BP	GO:0030182	BP: neuron differentiation	neuron differentiation	1.20739823684491e-06	0.000215195516520742	0.00019396583821055	105	-2.06408641177614		neural_desarrollo	Neural/axon/cresta	-2.06	2.15e-04
ORA	P_OD_vs_P_OL	all_DEGs	CC	GO:0062023	CC: collagen-containing extracellular matrix	collagen-containing extracellular matrix	8.55315337051114e-07	0.000109480363142543	9.63355169099676e-05	10	7.15833333333333	7.56830357489068	matriz_adhesion	Matriz extracelular/adhesion	7.57	1.09e-04
ORA	P_OD_vs_P_OL	all_DEGs	CC	GO:0036379	CC: myofilament	myofilament	9.86679011374358e-06	0.00042098304485306	0.000370437383217742	4	26.5880952380952	10.2134728304844	musculo_sarcomero	Musculo/sarcomero	10.21	4.21e-04
ORA	P_OD_vs_P_OL	all_DEGs	CC	GO:0016459	CC: myosin complex	myosin complex	7.89249545224453e-06	0.00042098304485306	0.000370437383217742	7	9.17476525821596	7.39247579496491	musculo_sarcomero	Musculo/sarcomero	7.39	4.21e-04
ORA	P_OD_vs_P_OL	all_DEGs	MF	GO:0005509	MF: calcium ion binding	calcium ion binding	6.24033244620298e-06	0.00113574050520894	0.0010510033593605	16	3.30713760117734	5.724368240129	other	Otros	5.72	1.14e-03
ORA	P_OD_vs_P_OL	all_DEGs	BP	GO:0055005	BP: ventricular cardiac myofibril assembly	ventricular cardiac myofibril assembly	2.81711942227922e-06	0.00134940020327174	0.00126622104559287	4	34.3757575757576	11.8721480419798	musculo_sarcomero	Musculo/sarcomero	11.87	1.35e-03
ORA	P_OD_vs_P_OL	up	CC	GO:0062023	CC: collagen-containing extracellular matrix	collagen-containing extracellular matrix	1.20387163212595e-07	8.78826291451942e-06	7.34995312245316e-06	9	10.7375	10.7375	matriz_adhesion	Matriz extracelular/adhesion	10.74	8.79e-06
ORA	P_OD_vs_P_OL	up	CC	GO:0036379	CC: myofilament	myofilament	1.43134577747523e-06	5.22441208778459e-05	4.36937132071386e-05	4	44.3134920634921	44.3134920634921	musculo_sarcomero	Musculo/sarcomero	44.31	5.22e-05
ORA	P_OD_vs_P_OL	up	BP	GO:0055005	BP: ventricular cardiac myofibril assembly	ventricular cardiac myofibril assembly	3.77544085802858e-07	0.000114395857998266	0.000102135610580352	4	57.2929292929293	57.2929292929293	musculo_sarcomero	Musculo/sarcomero	57.29	1.14e-04
ORA	P_OD_vs_P_OL	up	CC	GO:0016459	CC: myosin complex	myosin complex	5.51010774013327e-06	0.000134079288343243	0.000112135525939554	6	13.1068075117371	13.1068075117371	musculo_sarcomero	Musculo/sarcomero	13.11	1.34e-04
ORA	P_OD_vs_P_OL	up	BP	GO:0003009	BP: skeletal muscle contraction	skeletal muscle contraction	1.8825729299865e-06	0.000285209798892954	0.000254642759477121	5	22.5079365079365	22.5079365079365	musculo_sarcomero	Musculo/sarcomero	22.51	2.85e-04
ORA	P_OD_vs_P_OL	down	CC	GO:0008305	CC: integrin complex	integrin complex	6.104182145107e-06	0.000470022025173239	0.000404803658043938	4	30.0188172043011	-30.0188172043011	matriz_adhesion	Matriz extracelular/adhesion	-30.02	4.70e-04
ORA	P_OD_vs_P_OL	down	MF	GO:0001972	MF: retinoic acid binding	retinoic acid binding	3.46474402040944e-05	0.0030836221781644	0.00266238224726199	3	43.890625	-43.890625	wnt_retinoides_senalizacion	Wnt/retinoides/senalizacion	-43.89	3.08e-03
ORA	P_OD_vs_P_OL	down	CC	GO:0005925	CC: focal adhesion	focal adhesion	0.000309658122594031	0.0119218377198702	0.010267611433381	5	7.65282346491228	-7.65282346491228	matriz_adhesion	Matriz extracelular/adhesion	-7.65	1.19e-02
ORA	P_OD_vs_P_OL	down	BP	GO:0033627	BP: cell adhesion mediated by integrin	cell adhesion mediated by integrin	5.9273956937349e-05	0.0131588184400915	0.0116052168319441	3	35.45	-35.45	matriz_adhesion	Matriz extracelular/adhesion	-35.45	1.32e-02
ORA	P_OD_vs_P_OL	down	BP	GO:0032956	BP: regulation of actin cytoskeleton organization	regulation of actin cytoskeleton organization	0.000133819752235954	0.0148539924981909	0.0131002494294145	4	13.9019607843137	-13.9019607843137	other	Otros	-13.90	1.49e-02
GSEA	P_BD_vs_P_BL	NES_positive	CC	GO:0030018	CC: Z disc	Z disc	1.42577475845526e-25	6.48727515097143e-23	5.76313165522968e-23	115	3.14150311464831		musculo_sarcomero	Musculo/sarcomero	3.14	6.49e-23
GSEA	P_BD_vs_P_BL	NES_positive	BP	GO:0006936	BP: muscle contraction	muscle contraction	7.7819544631489e-15	1.54938713361295e-11	1.3958368847585e-11	70	2.88044949645227		musculo_sarcomero	Musculo/sarcomero	2.88	1.55e-11
GSEA	P_BD_vs_P_BL	NES_positive	BP	GO:0045214	BP: sarcomere organization	sarcomere organization	6.0684474861284e-13	6.04113947244083e-10	5.44243921913832e-10	82	2.68822913962714		musculo_sarcomero	Musculo/sarcomero	2.69	6.04e-10
GSEA	P_BD_vs_P_BL	NES_positive	CC	GO:0031430	CC: M band	M band	6.93522934367829e-12	1.57776467568681e-09	1.40164635156445e-09	34	2.79266340739143		musculo_sarcomero	Musculo/sarcomero	2.79	1.58e-09
GSEA	P_BD_vs_P_BL	NES_positive	MF	GO:0051371	MF: muscle alpha-actinin binding	muscle alpha-actinin binding	4.63104928788008e-12	3.12595826931905e-09	2.8858749246579e-09	32	2.74097696310628		musculo_sarcomero	Musculo/sarcomero	2.74	3.13e-09
GSEA	P_BD_vs_P_BL	NES_positive	CC	GO:0005865	CC: striated muscle thin filament	striated muscle thin filament	4.75554045226771e-11	7.21256968593936e-09	6.40746503042386e-09	33	2.73740875844295		musculo_sarcomero	Musculo/sarcomero	2.74	7.21e-09
GSEA	P_BD_vs_P_BL	NES_positive	BP	GO:0030240	BP: skeletal muscle thin filament assembly	skeletal muscle thin filament assembly	2.79636035854763e-11	1.85585115795611e-08	1.67192914068953e-08	35	2.69217160504677		musculo_sarcomero	Musculo/sarcomero	2.69	1.86e-08
GSEA	P_BD_vs_P_BL	NES_positive	CC	GO:0062023	CC: collagen-containing extracellular matrix	collagen-containing extracellular matrix	2.77053738945757e-09	3.07974688577845e-07	2.73596947169213e-07	114	2.25692643114865		matriz_adhesion	Matriz extracelular/adhesion	2.26	3.08e-07
GSEA	P_BD_vs_P_BL	NES_negative	CC	GO:0030057	CC: desmosome	desmosome	1.32340852389212e-07	8.60215540529879e-06	7.64193794247481e-06	18	-2.39446255964592		epidermis_epitelio	Epidermis/epitelio	-2.39	8.60e-06
GSEA	P_BD_vs_P_BL	NES_negative	BP	GO:0008544	BP: epidermis development	epidermis development	3.10012954730425e-08	8.81765418383252e-06	7.94379059940819e-06	31	-2.38896775329221		epidermis_epitelio	Epidermis/epitelio	-2.39	8.82e-06
GSEA	P_BD_vs_P_BL	NES_negative	BP	GO:0042981	BP: regulation of apoptotic process	regulation of apoptotic process	9.17011319122713e-07	0.000140443810490255	0.000126525286460332	114	-1.9895710665112		other	Otros	-1.99	1.40e-04
GSEA	P_BD_vs_P_BL	NES_negative	CC	GO:0005923	CC: bicellular tight junction	bicellular tight junction	2.91001301538007e-05	0.00101850455538303	0.000904813763486598	70	-1.98242527011709		other	Otros	-1.98	1.02e-03
GSEA	P_BD_vs_P_BL	NES_negative	BP	GO:0042742	BP: defense response to bacterium	defense response to bacterium	1.21906412229163e-05	0.00127745087762243	0.00115085056198611	35	-2.11398434925213		other	Otros	-2.11	1.28e-03
GSEA	P_BD_vs_P_BL	NES_negative	BP	GO:0044030	BP: regulation of DNA methylation	regulation of DNA methylation	1.55739455666083e-05	0.00155038628115586	0.00139673701292108	10	-2.02774379830436		other	Otros	-2.03	1.55e-03
GSEA	P_BD_vs_P_BL	NES_negative	CC	GO:0005802	CC: trans-Golgi network	trans-Golgi network	0.000132015865427523	0.00353336580997194	0.00313895308508785	102	-1.80023840865918		other	Otros	-1.80	3.53e-03
GSEA	P_BD_vs_P_BL	NES_negative	BP	GO:0031532	BP: actin cytoskeleton reorganization	actin cytoskeleton reorganization	6.67635769521299e-05	0.00492319561895151	0.00443528791915904	57	-1.90473787464082		other	Otros	-1.90	4.92e-03
ORA	P_BD_vs_P_BL	all_DEGs	CC	GO:0030057	CC: desmosome	desmosome	3.63628370056376e-06	0.000276357561242845	0.000256453692566075	4	33.9426523297491	11.7617368222772	epidermis_epitelio	Epidermis/epitelio	11.76	2.76e-04
ORA	P_BD_vs_P_BL	all_DEGs	BP	GO:0045104	BP: intermediate filament cytoskeleton organization	intermediate filament cytoskeleton organization	6.66002511237096e-06	0.00147852557494635	0.00136705778622351	4	27.054698457223	10.9385052278445	epidermis_epitelio	Epidermis/epitelio	10.94	1.48e-03
ORA	P_BD_vs_P_BL	up	BP	GO:0006094	BP: gluconeogenesis	gluconeogenesis	0.000577582540742886	0.0217412135897908	0.0104389945214138	2	47.6296296296296	47.6296296296296	other	Otros	47.63	2.17e-02
ORA	P_BD_vs_P_BL	up	BP	GO:0006096	BP: glycolytic process	glycolytic process	0.000762849599641781	0.0217412135897908	0.0104389945214138	2	41.4838709677419	41.4838709677419	other	Otros	41.48	2.17e-02
ORA	P_BD_vs_P_BL	up	CC	GO:0030017	CC: sarcomere	sarcomere	0.002678900083228	0.0481011983096899	0.0414268693576277	2	23.8238993710692	23.8238993710692	musculo_sarcomero	Musculo/sarcomero	23.82	4.81e-02
ORA	P_BD_vs_P_BL	up	CC	GO:0005811	CC: lipid droplet	lipid droplet	0.00437283620997181	0.0481011983096899	0.0414268693576277	2	18.5686274509804	18.5686274509804	lipidos	Lipidos	18.57	4.81e-02
ORA	P_BD_vs_P_BL	down	CC	GO:0030057	CC: desmosome	desmosome	1.18295826614197e-06	7.3343412500802e-05	6.47513998309288e-05	4	44.7754137115839	-44.7754137115839	epidermis_epitelio	Epidermis/epitelio	-44.78	7.33e-05
ORA	P_BD_vs_P_BL	down	BP	GO:0045104	BP: intermediate filament cytoskeleton organization	intermediate filament cytoskeleton organization	2.1216906627228e-06	0.00037129586597649	0.000310436844335231	4	35.6891766882516	-35.6891766882516	epidermis_epitelio	Epidermis/epitelio	-35.69	3.71e-04
ORA	P_BD_vs_P_BL	down	BP	GO:0008544	BP: epidermis development	epidermis development	0.00027407593892357	0.0239816446558124	0.0200508186896717	3	19.8592999313658	-19.8592999313658	epidermis_epitelio	Epidermis/epitelio	-19.86	2.40e-02
ORA	P_BD_vs_P_BL	down	MF	GO:0005198	MF: structural molecule activity	structural molecule activity	0.000321170646062538	0.0253724810389405	0.0250175029564503	4	11.2872340425532	-11.2872340425532	other	Otros	-11.29	2.54e-02
ORA	P_BD_vs_P_BL	down	BP	GO:0006892	BP: post-Golgi vesicle-mediated transport	post-Golgi vesicle-mediated transport	0.000739002978396215	0.02908947569651	0.0243214262966309	2	41.0425531914894	-41.0425531914894	other	Otros	-41.04	2.91e-02
GSEA	P_OL_vs_P_BL	NES_positive	BP	GO:0035115	BP: embryonic forelimb morphogenesis	embryonic forelimb morphogenesis	2.54318360419919e-08	4.15810519286567e-06	3.75741036259504e-06	40	2.40532260499303		desarrollo_morfogenesis	Desarrollo/morfogenesis	2.41	4.16e-06
GSEA	P_OL_vs_P_BL	NES_positive	BP	GO:0030182	BP: neuron differentiation	neuron differentiation	4.87233424473534e-08	6.56045475658775e-06	5.92825807486374e-06	106	2.1402035535243		neural_desarrollo	Neural/axon/cresta	2.14	6.56e-06
GSEA	P_OL_vs_P_BL	NES_positive	CC	GO:0005887	CC: integral component of plasma membrane	integral component of plasma membrane	1.10806697719999e-07	7.69315072741706e-06	6.76504049237888e-06	409	1.68459672726807		other	Otros	1.68	7.69e-06
GSEA	P_OL_vs_P_BL	NES_positive	BP	GO:0098609	BP: cell-cell adhesion	cell-cell adhesion	2.95567377890231e-07	3.5608090946881e-05	3.21767256262773e-05	82	2.12761121593715		matriz_adhesion	Matriz extracelular/adhesion	2.13	3.56e-05
GSEA	P_OL_vs_P_BL	NES_positive	CC	GO:0009986	CC: cell surface	cell surface	6.19897188972451e-06	0.000251058361533842	0.000220770402388434	257	1.69324479078503		other	Otros	1.69	2.51e-04
GSEA	P_OL_vs_P_BL	NES_positive	MF	GO:0048018	MF: receptor ligand activity	receptor ligand activity	2.24568095963722e-06	0.000343589186824495	0.000316286434104695	16	2.26312527930825		other	Otros	2.26	3.44e-04
GSEA	P_OL_vs_P_BL	NES_positive	CC	GO:0030057	CC: desmosome	desmosome	1.0803293958326e-05	0.000364834047531308	0.000320820063456164	20	2.10970368862601		epidermis_epitelio	Epidermis/epitelio	2.11	3.65e-04
GSEA	P_OL_vs_P_BL	NES_positive	BP	GO:0030216	BP: keratinocyte differentiation	keratinocyte differentiation	4.12070003686035e-06	0.000393011766015556	0.00035513927949257	51	2.13423996142892		epidermis_epitelio	Epidermis/epitelio	2.13	3.93e-04
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0030018	CC: Z disc	Z disc	8.50655371994405e-24	4.13418510789281e-21	3.63543243189188e-21	127	-2.90673740927546		musculo_sarcomero	Musculo/sarcomero	-2.91	4.13e-21
GSEA	P_OL_vs_P_BL	NES_negative	BP	GO:0045214	BP: sarcomere organization	sarcomere organization	1.45012379533256e-20	3.31933336751622e-17	2.99946658718787e-17	90	-2.90656274064105		musculo_sarcomero	Musculo/sarcomero	-2.91	3.32e-17
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0005739	CC: mitochondrion	mitochondrion	1.10775758930227e-16	2.69185094200452e-14	2.36710305924591e-14	446	-2.17957347316421		mitocondria_metabolismo	Mitocondria/metabolismo	-2.18	2.69e-14
GSEA	P_OL_vs_P_BL	NES_negative	BP	GO:0006936	BP: muscle contraction	muscle contraction	3.18993653894761e-16	3.65088236882554e-13	3.29906594685897e-13	79	-2.78852266434492		musculo_sarcomero	Musculo/sarcomero	-2.79	3.65e-13
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0031430	CC: M band	M band	1.2778561127231e-14	2.07012690261142e-12	1.82038449742308e-12	39	-2.79726615573325		musculo_sarcomero	Musculo/sarcomero	-2.80	2.07e-12
GSEA	P_OL_vs_P_BL	NES_negative	CC	GO:0005865	CC: striated muscle thin filament	striated muscle thin filament	9.07176621773425e-14	1.10221959545471e-11	9.69246601157923e-12	38	-2.7583823711634		musculo_sarcomero	Musculo/sarcomero	-2.76	1.10e-11
GSEA	P_OL_vs_P_BL	NES_negative	MF	GO:0051371	MF: muscle alpha-actinin binding	muscle alpha-actinin binding	1.87491392651628e-13	1.43430915378495e-10	1.32033412298883e-10	39	-2.73475569734092		musculo_sarcomero	Musculo/sarcomero	-2.73	1.43e-10
GSEA	P_OL_vs_P_BL	NES_negative	BP	GO:0030240	BP: skeletal muscle thin filament assembly	skeletal muscle thin filament assembly	1.94641393553442e-13	1.48511383281276e-10	1.34200118713163e-10	41	-2.68587568108255		musculo_sarcomero	Musculo/sarcomero	-2.69	1.49e-10
ORA	P_OL_vs_P_BL	all_DEGs	CC	GO:0031012	CC: extracellular matrix	extracellular matrix	4.49057843107042e-07	2.51472392139944e-05	2.22165459221379e-05	8	10.4018867924528	8.72645284206012	matriz_adhesion	Matriz extracelular/adhesion	8.73	2.51e-05
