method	contrast	effect_direction	ontology	GO_ID	term_label	term_clean	pvalue	p_adjust	qvalue	count	effect	signed_effect	primary_category	category_label	effect_fmt	padj_fmt
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0006955	BP: immune response	immune response	7.41335061773115e-08	9.43966645324434e-06	8.34110326813728e-06	85	-2.26568200775959		inmunidad_inflamacion	Inmunidad/inflamacion	-2.27	9.44e-06
GSEA	P_BD_vs_N_BL	NES_negative	MF	GO:0004842	MF: ubiquitin-protein transferase activity	ubiquitin-protein transferase activity	7.29726627051813e-08	1.40289944050711e-05	1.21941160046816e-05	215	-2.00176068437857		other	Otros	-2.00	1.40e-05
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0042981	BP: regulation of apoptotic process	regulation of apoptotic process	2.8630458803051e-07	3.45373745139963e-05	3.05180070565486e-05	136	-2.06279482952989		other	Otros	-2.06	3.45e-05
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0007165	BP: signal transduction	signal transduction	3.7330914567981e-07	4.27812280949062e-05	3.78024629625239e-05	378	-1.73482925588202		other	Otros	-1.73	4.28e-05
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0045087	BP: innate immune response	innate immune response	1.30466777479729e-06	0.000135922660901608	0.000120104344435884	103	-2.05940894243405		inmunidad_inflamacion	Inmunidad/inflamacion	-2.06	1.36e-04
GSEA	P_BD_vs_N_BL	NES_negative	BP	GO:0008544	BP: epidermis development	epidermis development	1.37845604219156e-06	0.000137366141247959	0.00012137983639252	33	-2.31416769197195		epidermis_epitelio	Epidermis/epitelio	-2.31	1.37e-04
ORA	P_BD_vs_N_BL	all_DEGs	CC	GO:0030018	CC: Z disc	Z disc	1.60890622927828e-15	3.15345620938544e-13	2.81135193747574e-13	22	8.25943872400565	12.8772458697521	musculo_sarcomero	Musculo/sarcomero	12.88	3.15e-13
ORA	P_BD_vs_N_BL	all_DEGs	CC	GO:0042383	CC: sarcolemma	sarcolemma	1.02594038198103e-08	1.00542157434141e-06	8.96347912678165e-07	11	8.88939591481964	9.4988242409275	other	Otros	9.50	1.01e-06
ORA	P_BD_vs_N_BL	all_DEGs	BP	GO:0007519	BP: skeletal muscle tissue development	skeletal muscle tissue development	5.93347356940901e-09	4.31956875852976e-06	4.00353321893808e-06	14	6.45641025641026	8.87273301438481	musculo_sarcomero	Musculo/sarcomero	8.87	4.32e-06
ORA	P_BD_vs_N_BL	all_DEGs	BP	GO:0006936	BP: muscle contraction	muscle contraction	1.11913425032633e-07	2.71576578079188e-05	2.51707036652342e-05	11	7.0086032388664	8.28549610797291	musculo_sarcomero	Musculo/sarcomero	8.29	2.72e-05
ORA	P_BD_vs_N_BL	all_DEGs	BP	GO:0045214	BP: sarcomere organization	sarcomere organization	7.47640993135752e-08	2.71576578079188e-05	2.51707036652342e-05	12	6.45641025641026	8.20907198071802	musculo_sarcomero	Musculo/sarcomero	8.21	2.72e-05
ORA	P_BD_vs_N_BL	up	CC	GO:0030018	CC: Z disc	Z disc	3.58510223827321e-17	6.34563096174358e-15	5.39652231655862e-15	22	10.1188935152739	10.1188935152739	musculo_sarcomero	Musculo/sarcomero	10.12	6.35e-15
ORA	P_BD_vs_N_BL	up	CC	GO:0042383	CC: sarcolemma	sarcolemma	1.59777194827785e-09	1.4140281742259e-07	1.20253362423017e-07	11	10.8906735291508	10.8906735291508	other	Otros	10.89	1.41e-07
ORA	P_BD_vs_N_BL	up	BP	GO:0045214	BP: sarcomere organization	sarcomere organization	1.06727841755682e-08	3.46865485705967e-06	3.12881093989026e-06	12	7.90994764397906	7.90994764397906	musculo_sarcomero	Musculo/sarcomero	7.91	3.47e-06
ORA	P_BD_vs_N_BL	up	BP	GO:0007519	BP: skeletal muscle tissue development	skeletal muscle tissue development	6.42876747262658e-09	3.46865485705967e-06	3.12881093989026e-06	13	7.34495138369484	7.34495138369484	musculo_sarcomero	Musculo/sarcomero	7.34	3.47e-06
ORA	P_BD_vs_N_BL	up	BP	GO:0006936	BP: muscle contraction	muscle contraction	1.85383007981857e-08	4.0166318396069e-06	3.62309948932963e-06	11	8.58645632405621	8.58645632405621	musculo_sarcomero	Musculo/sarcomero	8.59	4.02e-06
ORA	P_BD_vs_N_BL	down	BP	GO:0006955	BP: immune response	immune response	0.000102234307711752	0.0139038658487982	0.00936251028518147	4	12.4005471956224	-12.4005471956224	inmunidad_inflamacion	Inmunidad/inflamacion	-12.40	1.39e-02
ORA	P_BD_vs_N_BL	down	BP	GO:0019882	BP: antigen processing and presentation	antigen processing and presentation	0.000732318467641863	0.0497976557996467	0.0335324772025485	2	37.6445182724252	-37.6445182724252	inmunidad_inflamacion	Inmunidad/inflamacion	-37.64	4.98e-02
